,name,duration,parsed,error,text
10,Death Spark,536.5320516910001,False,"No terminal matches 'd' in the current parser context, at line 2 col 81

 in your graveyard with a creature card directly above it, you may pay {1}. if y
                                        ^
Expected one of: 
	* IN
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* ORDINAL
	* EACH
	* DEAL
	* WITHOUT
	* ANY
	* REMOVE
	* AMASS
	* EQUAL
	* FATESEAL
	* SHUFFLE
	* LESS
	* PLAYED
	* EXILE
	* X
	* SUPPORT
	* OF
	* DISCOVER
	* MONSTROSITY
	* LOSE
	* __ANON_21
	* COMMA
	* DISCARD
	* OR
	* PROLIFERATE
	* DIE
	* WHO
	* HIMSELF
	* LOOK
	* ATTACK
	* CHOSE
	* SEARCHED
	* ITSELF
	* THIS
	* REVEAL
	* NO
	* UNATTACHED
	* MANIFEST
	* SUBTYPEENCHANTMENT
	* PUT
	* WIN
	* REVEALED
	* CYCLE
	* FLIP
	* ADAPT
	* __ANON_18
	* SAME
	* DISCARDED
	* PAY
	* FROM
	* TRANSFORM
	* TURN
	* IT
	* SUSPECT
	* EXPLORES
	* COLORTERM
	* MELD
	* COUNTER
	* FORAGE
	* RETURN
	* EFFECTSTATUSMODIFIER
	* SPEND
	* DREW
	* GOAD
	* REGENERATE
	* CONTROL
	* TIMES
	* QUALIFIER
	* CHOOSE
	* SCRY
	* ON
	* AN
	* LEVEL
	* EXCHANGE
	* GREATER
	* CLOAK
	* MORE
	* SUBTYPESPELL
	* GET
	* REMAIN
	* ZONE
	* SHARE
	* EXERT
	* AT
	* CARDINAL
	* DRAW
	* GAINED
	* NON
	* SHUFFLED
	* THEM
	* ITS
	* NUMBER
	* SACRIFICE
	* SEARCH
	* OBJECTCHARACTERISTIC
	* DOUBLE
	* QUOTE
	* THE
	* AND
	* ONTO
	* DESTROY
	* ADDITIONAL
	* BOLSTER
	* __ANON_13
	* INVESTIGATE
	* PLAYERCHARACTERISTIC
	* HERSELF
	* TAKE
	* TARGET
	* THESE
	* SACRIFICED
	* SKIP
	* S
	* ATTACHED
	* CONVERT
	* A
	* LBRACE
	* PLAY
	* SUBTYPEARTIFACT
	* THEIR
	* ATTACH
	* __ANON_12
	* WITH
	* ONLY
	* ASSIGN
	* MILL
	* ACTIVATE
	* GAIN
	* CONTROLLED
	* FIGHT
	* DETAIN
	* LEARN
	* PREVENT
	* CREATE
	* COMBATSTATUSMODIFIER
	* UP
	* SUBTYPECREATUREA
	* SUPERTYPE
	* CAST
	* CLASH
	* ABLE
	* UNTAP
	* ENTER
	* ABILITYMODIFIER
	* UNDER
	* ADD
	* SUBTYPELAND
	* SUBTYPEPLANAR
	* SURVEIL
	* ALL
	* OTHER
	* PLAYERTERM
	* CONNIVE
	* __ANON_20
	* KEYWORDSTATUSMODIFIER
	* ABANDON
	* DAMAGETYPE
	* LOOKED
	* TYPE
	* SWITCH
	* __ANON_17
	* __ANON_19
	* ATTACKED
	* BLOCKED
	* BLOCK
	* UNATTACH
	* NAMED
	* __ANON_14
	* YOUR
	* THOSE
	* INCUBATE
	* __ANON_15
	* STAR
	* SUBTYPECREATUREB
	* LEAVES
	* CYCLED
	* THAT
	* FREQUENCY
	* NAMEREFSYMBOL
	* TURNED
	* DEALT
	* POPULATE
	* TAP
	* INTO
","~ deals 1 damage to any target.
at the beginning of your upkeep, if ~ is in your graveyard with a creature card directly above it, you may pay {1}. if you do, return ~ to your hand."
11,Lava Burst,243.56580460400005,False,"No terminal matches 'w' in the current parser context, at line 1 col 38

~ deals x damage to any target. if ~ would deal damage to a creature, that da
                                     ^
Expected one of: 
	* QUOTE
	* HAD
	* DEAL
	* AND
	* EXPLORES
	* __ANON_13
	* DOES
	* COST
	* ARE
	* DO
	* LOSE
	* COMMA
	* OR
	* DIE
	* __ANON_12
	* HAVE
	* ONLY
	* ATTACK
	* ASSIGN
	* IS
	* ATTACKED
	* BLOCK
	* BLOCKED
	* HAS
	* GAIN
	* REMAIN
	* GET
	* FIGHT
	* BECOME
	* LEAVES
	* SHARE
	* CAN
	* WAS
	* ABLE
	* ENTER
","~ deals x damage to any target. if ~ would deal damage to a creature, that damage can not be prevented or dealt instead to another permanent or player."
12,Guerrilla Tactics,429.93050631899996,False,"No terminal matches '~' in the current parser context, at line 2 col 68

opponent controls causes you to discard ~, ~ deals 4 damage to any target.
                                        ^
Expected one of: 
	* DASH
	* WORD
","~ deals 2 damage to any target.
when a spell or ability an opponent controls causes you to discard ~, ~ deals 4 damage to any target."
13,Pillage,261.898257543,True,,destroy target artifact or land. it can not be regenerated.
14,Balduvian Bears,3.375999995114398e-06,False,'text',
15,Incinerate,469.3925496019999,True,,~ deals 3 damage to any target. a creature dealt damage this way can not be regenerated this turn.
16,Shatter,121.89214362200005,True,,destroy target artifact.
17,Orcish Cannoneers,391.8180803680001,True,,{t}: ~ deals 2 damage to any target and 3 damage to you.
18,Pyroclasm,184.69871983300004,True,,~ deals 2 damage to each creature.
19,Jokulhaups,479.83932237199997,True,,"destroy all artifacts, creatures, and lands. they can not be regenerated."
20,Storm Shaman,168.51841467300005,True,,{r}: ~ gets +1/+0 until end of turn.
21,Goblin Mutant,796.7804156529999,True,,"trample
~ can not attack if defending player controls an untapped creature with power 3 or greater.
~ can not block creatures with power 3 or greater."
22,Fyndhorn Elves,127.994385448,True,,{t}: add {g}.
23,Folk of the Pines,193.63912848000018,True,,{1}{g}: ~ gets +1/+0 until end of turn.
24,Giant Growth,175.34531467300008,True,,target creature gets +3/+3 until end of turn.
25,Elvish Bard,276.88381355700017,True,,all creatures able to block ~ do so.
26,Bounty of the Hunt,390.5127094479999,False,"No terminal matches '.' in the current parser context, at line 1 col 81

d rather than pay this spell's mana cost.
                                        ^
Expected one of: 
	* DASH
	* WORD
","you may exile a green card from your hand rather than pay this spell's mana cost.
distribute three +1/+1 counters among one, two, or three target creatures. for each +1/+1 counter you put on a creature this way, remove a +1/+1 counter from that creature at the beginning of the next cleanup step."
27,Yavimaya Ancients,171.38103665799986,True,,{g}: ~ gets +1/-2 until end of turn.
28,Yavimaya Ants,177.17736525300006,True,,"trample, haste
cumulative upkeep {g}{g} (at the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"
29,Hurricane,345.213688928,True,,~ deals x damage to each creature with flying and each player.
30,Elkin Bottle,118.21564710799998,False,"No terminal matches 't' in the current parser context, at line 1 col 21

{3}, {t}: exile the top card of your library. until the begi
                    ^
Expected one of: 
	* IN
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* ORDINAL
	* EACH
	* DEAL
	* WITHOUT
	* ANY
	* REMOVE
	* AMASS
	* EQUAL
	* FATESEAL
	* SHUFFLE
	* LESS
	* PLAYED
	* EXILE
	* X
	* SUPPORT
	* DISCOVER
	* MONSTROSITY
	* LOSE
	* __ANON_21
	* DISCARD
	* PROLIFERATE
	* DIE
	* WHO
	* HIMSELF
	* LOOK
	* ATTACK
	* CHOSE
	* SEARCHED
	* ITSELF
	* THIS
	* REVEAL
	* NO
	* UNATTACHED
	* MANIFEST
	* SUBTYPEENCHANTMENT
	* PUT
	* WIN
	* REVEALED
	* CYCLE
	* FLIP
	* ADAPT
	* __ANON_18
	* SAME
	* DISCARDED
	* PAY
	* FROM
	* TRANSFORM
	* TURN
	* IT
	* SUSPECT
	* EXPLORES
	* COLORTERM
	* MELD
	* COUNTER
	* FORAGE
	* RETURN
	* EFFECTSTATUSMODIFIER
	* SPEND
	* DREW
	* GOAD
	* REGENERATE
	* CONTROL
	* TIMES
	* QUALIFIER
	* CHOOSE
	* SCRY
	* ON
	* AN
	* LEVEL
	* EXCHANGE
	* GREATER
	* CLOAK
	* MORE
	* SUBTYPESPELL
	* GET
	* REMAIN
	* ZONE
	* EXERT
	* CARDINAL
	* DRAW
	* GAINED
	* NON
	* SHUFFLED
	* THEM
	* ITS
	* NUMBER
	* SACRIFICE
	* SEARCH
	* OBJECTCHARACTERISTIC
	* DOUBLE
	* THE
	* ONTO
	* DESTROY
	* ADDITIONAL
	* BOLSTER
	* INVESTIGATE
	* PLAYERCHARACTERISTIC
	* HERSELF
	* TAKE
	* TARGET
	* THESE
	* SACRIFICED
	* SKIP
	* ATTACHED
	* CONVERT
	* A
	* LBRACE
	* PLAY
	* SUBTYPEARTIFACT
	* THEIR
	* ATTACH
	* WITH
	* ONLY
	* ASSIGN
	* MILL
	* ACTIVATE
	* GAIN
	* CONTROLLED
	* FIGHT
	* DETAIN
	* LEARN
	* PREVENT
	* CREATE
	* COMBATSTATUSMODIFIER
	* UP
	* SUBTYPECREATUREA
	* SUPERTYPE
	* CAST
	* CLASH
	* ABLE
	* UNTAP
	* ABILITYMODIFIER
	* UNDER
	* ADD
	* SUBTYPELAND
	* SUBTYPEPLANAR
	* SURVEIL
	* ALL
	* __ANON_9
	* OTHER
	* PLAYERTERM
	* CONNIVE
	* __ANON_20
	* KEYWORDSTATUSMODIFIER
	* ABANDON
	* DAMAGETYPE
	* LOOKED
	* TYPE
	* SWITCH
	* __ANON_17
	* __ANON_19
	* ATTACKED
	* BLOCKED
	* BLOCK
	* UNATTACH
	* __ANON_14
	* YOUR
	* THOSE
	* INCUBATE
	* __ANON_15
	* STAR
	* SUBTYPECREATUREB
	* CYCLED
	* THAT
	* FREQUENCY
	* NAMEREFSYMBOL
	* TURNED
	* POPULATE
	* TAP
	* INTO
","{3}, {t}: exile the top card of your library. until the beginning of your next upkeep, you may play that card."
31,Woolly Spider,398.70518826500006,True,,"reach (this creature can block creatures with flying.)
whenever ~ blocks a creature with flying, ~ gets +0/+2 until end of turn."
32,Giant Trap Door Spider,341.607619357,False,"No terminal matches ''' in the current parser context, at line 1 col 64

 and target creature without flying that's attacking you.
                                        ^
Expected one of: 
	* IN
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* ORDINAL
	* EACH
	* DEAL
	* WITHOUT
	* ANY
	* REMOVE
	* AMASS
	* EQUAL
	* FATESEAL
	* SHUFFLE
	* LESS
	* PLAYED
	* EXILE
	* X
	* SUPPORT
	* STEP
	* DISCOVER
	* MONSTROSITY
	* LOSE
	* __ANON_21
	* DISCARD
	* PROLIFERATE
	* DIE
	* WHO
	* HIMSELF
	* LOOK
	* ATTACK
	* CHOSE
	* SEARCHED
	* ITSELF
	* THIS
	* REVEAL
	* NO
	* UNATTACHED
	* MANIFEST
	* SUBTYPEENCHANTMENT
	* PUT
	* WIN
	* REVEALED
	* CYCLE
	* FLIP
	* ADAPT
	* __ANON_18
	* SAME
	* DISCARDED
	* PAY
	* FROM
	* TRANSFORM
	* TURN
	* IT
	* SUSPECT
	* DASH
	* EXPLORES
	* COLORTERM
	* MELD
	* COUNTER
	* FORAGE
	* RETURN
	* EFFECTSTATUSMODIFIER
	* SPEND
	* DREW
	* GOAD
	* REGENERATE
	* CONTROL
	* TIMES
	* QUALIFIER
	* CHOOSE
	* SCRY
	* MANY
	* AN
	* ON
	* LEVEL
	* EXCHANGE
	* GREATER
	* CLOAK
	* MORE
	* ONE
	* GAME
	* SUBTYPESPELL
	* GET
	* REMAIN
	* ZONE
	* SHARE
	* EXERT
	* CARDINAL
	* DRAW
	* GAINED
	* NON
	* SHUFFLED
	* THEM
	* ITS
	* NUMBER
	* PHASE
	* SACRIFICE
	* SEARCH
	* DOUBLE
	* OBJECTCHARACTERISTIC
	* THE
	* ONTO
	* DESTROY
	* ADDITIONAL
	* BOLSTER
	* INVESTIGATE
	* HERSELF
	* PLAYERCHARACTERISTIC
	* TARGET
	* TAKE
	* THESE
	* SACRIFICED
	* SKIP
	* MUCH
	* ATTACHED
	* CONVERT
	* A
	* LBRACE
	* PLAY
	* SUBTYPEARTIFACT
	* THEIR
	* ATTACH
	* WITH
	* ONLY
	* ASSIGN
	* MILL
	* ACTIVATE
	* GAIN
	* CONTROLLED
	* FIGHT
	* DETAIN
	* LEARN
	* PREVENT
	* WORD
	* CREATE
	* UP
	* COMBATSTATUSMODIFIER
	* SUBTYPECREATUREA
	* SUPERTYPE
	* CAST
	* CLASH
	* ABLE
	* UNTAP
	* ABILITYMODIFIER
	* UNDER
	* ADD
	* SUBTYPELAND
	* SUBTYPEPLANAR
	* SURVEIL
	* ALL
	* DOES
	* OTHER
	* PLAYERTERM
	* NEXT
	* EXTRA
	* CONNIVE
	* __ANON_20
	* KEYWORDSTATUSMODIFIER
	* ABANDON
	* DAMAGETYPE
	* LOOKED
	* TYPE
	* SWITCH
	* __ANON_17
	* __ANON_19
	* ATTACKED
	* BLOCKED
	* BLOCK
	* UNATTACH
	* __ANON_14
	* YOUR
	* THOSE
	* INCUBATE
	* STAR
	* __ANON_15
	* SUBTYPECREATUREB
	* CYCLED
	* NAMEREFSYMBOL
	* THAT
	* FREQUENCY
	* TURNED
	* DEALT
	* POPULATE
	* TAP
	* INTO
","{1}{r}{g}, {t}: exile ~ and target creature without flying that's attacking you."
33,Lhurgoyf,496.5254947399999,False,"No terminal matches '1' in the current parser context, at line 1 col 117

 toughness is equal to that number plus 1.
                                        ^
Expected one of: 
	* DASH
	* WORD
",~'s power is equal to the number of creature cards in all graveyards and its toughness is equal to that number plus 1.
34,Icy Manipulator,310.54043403700007,True,,"{1}, {t}: tap target artifact, creature, or land."
35,Swamp,45.184635137999976,True,,({t}: add {b}.)
36,Mountain,47.32862541899999,True,,({t}: add {r}.)
37,Forest,46.85643723899989,True,,({t}: add {g}.)
38,Barbed Sextant,468.95532137400005,False,"No terminal matches ''' in the current parser context, at line 1 col 96

a card at the beginning of the next turn's upkeep.
                                        ^
Expected one of: 
	* ORDINAL
	* MULTIKICKER
	* WITHOUT
	* PLOT
	* FATESEAL
	* EXALTED
	* SHUFFLE
	* MEGAMORPH
	* UNDYING
	* LESS
	* RENOWN
	* PROVOKE
	* ANNIHILATOR
	* X
	* OF
	* __ANON_7
	* BUSHIDO
	* HIMSELF
	* PARTNER
	* ITSELF
	* __ANON_6
	* ECHO
	* TRANSMUTE
	* OUTLAST
	* PUT
	* SUBTYPEENCHANTMENT
	* WIN
	* ADAPT
	* OTHERWISE
	* FLIP
	* AFFLICT
	* PAY
	* RECOVER
	* MAY
	* OFFSPRING
	* HAD
	* EXPLORES
	* HIDDEN
	* MELD
	* SPEND
	* AMPLIFY
	* SOULBOND
	* BANDS
	* QUALIFIER
	* MORPH
	* WARD
	* LEVEL
	* SADDLE
	* MORE
	* DEVOID
	* ZONE
	* DEMONSTRATE
	* DRAW
	* SOULSHIFT
	* AFTER
	* WHILE
	* GAINED
	* NON
	* NUMBER
	* FORETELL
	* CRAFT
	* EVOLVE
	* TARGET
	* RATHER
	* THEN
	* CREW
	* THEIR
	* SHADOW
	* WITH
	* CONVOKE
	* MILL
	* CONTROLLED
	* MADNESS
	* TRAINING
	* PREVENT
	* WORD
	* CAN
	* ABLE
	* AFTERMATH
	* BEEN
	* ENLIST
	* DOES
	* ABANDON
	* LOOKED
	* TYPE
	* __ANON_17
	* MENTOR
	* IS
	* ATTACKED
	* UNATTACH
	* YOUR
	* THOSE
	* MELEE
	* CYCLED
	* FLYING
	* FREQUENCY
	* TURNED
	* AFTERLIFE
	* ABSORB
	* POISONOUS
	* FABRICATE
	* INDESTRUCTIBLE
	* ANY
	* EMERGE
	* __ANON_8
	* FORTIFY
	* NINJUTSU
	* PLAYED
	* VANISHING
	* VIGILANCE
	* MONSTROSITY
	* PROLIFERATE
	* DIE
	* LOOK
	* ATTACK
	* CHOSE
	* REVEAL
	* NO
	* BECOME
	* UNATTACHED
	* SKULK
	* RIOT
	* MANIFEST
	* SUNBURST
	* REVEALED
	* FREERUNNING
	* SCAVENGE
	* UNTIL
	* COLORTERM
	* COUNTER
	* FORAGE
	* AURA
	* EFFECTSTATUSMODIFIER
	* GRAVESTORM
	* DEFENDER
	* REGENERATE
	* EXTORT
	* TIMES
	* HASTE
	* CLOAK
	* INGEST
	* TRANSFIGURE
	* WHEN
	* REMAIN
	* RIPPLE
	* ITS
	* EMBALM
	* FADING
	* OBJECTCHARACTERISTIC
	* AND
	* ONTO
	* CASUALTY
	* TAKE
	* SKIP
	* BEFORE
	* WOULD
	* EQUIP
	* RAMPAGE
	* LIFELINK
	* UNLEASH
	* BACKUP
	* SOLVED
	* LEARN
	* TRAMPLE
	* PROWL
	* BUYBACK
	* EXPLOIT
	* __ANON_5
	* SUBTYPECREATUREA
	* CAST
	* CLASH
	* RETRACE
	* ABILITYMODIFIER
	* ADD
	* SURVEIL
	* MYRIAD
	* FLANKING
	* OTHER
	* MODULAR
	* SURGE
	* __ANON_1
	* BLOCK
	* BARGAIN
	* TOTEM
	* WHENEVER
	* NAMEREFSYMBOL
	* REBOUND
	* CHANGELING
	* SPECTACLE
	* LSQB
	* INTO
	* BOAST
	* SUBTYPEPLANESWALKER
	* EACH
	* TAPSYMBOL
	* PROTECTION
	* AMASS
	* ESCAPE
	* SUPPORT
	* DISCOVER
	* LOSE
	* DAYBOUND
	* CIPHER
	* NIGHTBOUND
	* EVOKE
	* MUTATE
	* DOT
	* __ANON_18
	* SUSPEND
	* HIDEAWAY
	* CYCLE
	* SAME
	* REINFORCE
	* FROM
	* PROTOTYPE
	* DEVOUR
	* IT
	* __ANON_3
	* SUSPECT
	* DISTURB
	* DREW
	* STORM
	* SPREE
	* SCRY
	* AN
	* EXCHANGE
	* GREATER
	* WITHER
	* ASSIST
	* BLITZ
	* ETERNALIZE
	* TOXIC
	* AT
	* EXERT
	* DREDGE
	* BLOODTHIRST
	* AWAKEN
	* THEM
	* FLASHBACK
	* FOR
	* ADDITIONAL
	* HERSELF
	* SACRIFICED
	* SPLIT
	* LBRACE
	* CYCLING
	* DEATHTOUCH
	* DETHRONE
	* ATTACH
	* ONLY
	* FUSE
	* ACTIVATE
	* HAS
	* FIGHT
	* BESTOW
	* CREATE
	* UP
	* CLEAVE
	* ASCEND
	* UNTAP
	* UNDER
	* BE
	* SUBTYPELAND
	* ENCORE
	* MIRACLE
	* ALL
	* PLAYERTERM
	* HORSEMANSHIP
	* __ANON_4
	* CONNIVE
	* DO
	* IF
	* BATTLE
	* __ANON_19
	* UNLESS
	* AFFINITY
	* __ANON_15
	* SUBTYPECREATUREB
	* UNDAUNTED
	* POPULATE
	* PHASING
	* TAP
	* IN
	* TAPPEDSTATUSMODIFIER
	* DEAL
	* INSTEAD
	* REMOVE
	* PROWESS
	* EQUAL
	* AS
	* MENACE
	* EXILE
	* DISGUISE
	* __ANON_21
	* COMMA
	* RECONFIGURE
	* ESCALATE
	* HAUNT
	* DISCARD
	* OR
	* WHO
	* HAVE
	* GIFT
	* SEARCHED
	* THIS
	* REACH
	* DISCARDED
	* TRANSFORM
	* CUMULATIVE
	* SHROUD
	* CHAMPION
	* __ANON_2
	* TURN
	* DASH
	* ENTWINE
	* RETURN
	* SQUAD
	* INTIMIDATE
	* GOAD
	* CONTROL
	* HEXPROOF
	* CHOOSE
	* ON
	* SUBTYPESPELL
	* EXCEPT
	* GET
	* CARDINAL
	* TRIBUTE
	* CASCADE
	* SHUFFLED
	* SACRIFICE
	* SEARCH
	* DOUBLE
	* THE
	* DESTROY
	* COMPLEATED
	* BOLSTER
	* INVESTIGATE
	* PLAYERCHARACTERISTIC
	* FRENZY
	* THESE
	* FORECAST
	* SPLICE
	* ATTACHED
	* CONVERT
	* REPLICATE
	* A
	* PLAY
	* SUBTYPEARTIFACT
	* DELVE
	* FLASH
	* ASSIGN
	* GAIN
	* DETAIN
	* COMBATSTATUSMODIFIER
	* SUPERTYPE
	* FEAR
	* UNTAPSYMBOL
	* SUBTYPEPLANAR
	* ENCHANT
	* LIVING
	* RAVENOUS
	* __ANON_0
	* DECAYED
	* KICKER
	* OVERLOAD
	* __ANON_20
	* KEYWORDSTATUSMODIFIER
	* DAMAGETYPE
	* SWITCH
	* GRAFT
	* BLOCKED
	* __ANON_14
	* INCUBATE
	* PERSIST
	* STAR
	* UNEARTH
	* DURING
	* INFECT
	* THAT
	* IMPENDING
	* CONSPIRE
	* EPIC
	* BANDING
	* IMPROVISE
	* NEWLINE
","{1}, {t}, sacrifice ~: add one mana of any color. draw a card at the beginning of the next turn's upkeep."
39,Phyrexian War Beast,397.16489899499993,True,,"when ~ leaves the battlefield, sacrifice a land and ~ deals 1 damage to you."
40,Walking Wall,359.47135426700015,False,"No terminal matches ''' in the current parser context, at line 2 col 79

d can attack this turn as though it didn't have defender. activate only once eac
                                        ^
Expected one of: 
	* DASH
	* WORD
","defender
{3}: ~ gets +3/-1 until end of turn and can attack this turn as though it didn't have defender. activate only once each turn."
41,Karplusan Forest,372.93195956399995,True,,"{t}: add {c}.
{t}: add {r} or {g}. ~ deals 1 damage to you."
42,Sulfurous Springs,307.39489843699994,True,,"{t}: add {c}.
{t}: add {b} or {r}. ~ deals 1 damage to you."
43,Underground River,276.29635076,True,,"{t}: add {c}.
{t}: add {u} or {b}. ~ deals 1 damage to you."
